zip,zone
12054,6
12056,5
12057,5
12058,6
12059,5
12060,5
12061,6
12062,5
12063,6
12064,5
12065,6
12066,5
12067,6
12068,5
12070,5
12071,5
12072,5
12074,5
12075,6
12076,5
12077,6
12078,5
12083,5
12084,6
12086,5
12087,5
12090,5
12092,5
12093,5
12094,5
12095,5
12106,6
12108,4
12110,6
12115,6
12116,5
12117,5
12118,6
12120,5
12121,6
12122,5
12123,6
12125,5
12130,6
12131,5
12134,5
12136,6
12137,5
12138,5
12139,4
12140,6
12143,6
12144,6
12147,5
12148,6
12149,5
12150,6
12151,6
12153,5
12154,6
12155,5
12156,6
12157,5
12158,6
12159,6
12160,5
12164,4
12165,5
12166,5
12167,5
12168,5
12169,5
12170,5
12173,6
12175,5
12176,5
12180,6
12182,6
12183,6
12184,6
12185,5
12186,5
12187,5
12188,6
12189,6
12190,4
12192,6
12193,5
12194,5
12196,6
12197,5
12198,6
12202,6
12203,6
12204,6
12205,6
12206,6
12207,6
12208,6
12209,6
12210,6
12211,6
12302,5
12303,6
12304,6
12305,6
12306,5
12307,6
12308,6
12309,6
12401,6
12404,6
12405,5
12406,5
12407,5
12409,6
12410,5
12411,6
12412,6
12413,6
12414,6
12416,6
12418,5
12419,6
12420,6
12421,5
12422,5
12423,5
12424,5
12427,5
12428,6
12429,6
12430,5
12431,5
12433,6
12434,5
12435,6
12439,5
12440,6
12442,5
12443,6
12444,5
12446,6
12448,6
12449,6
12450,5
12451,6
12454,5
12455,5
12456,6
12457,6
12458,6
12459,5
12460,5
12461,6
12463,6
12464,6
12466,6
12468,5
12469,5
12470,5
12471,6
12472,6
12473,6
12474,5
12477,6
12480,5
12481,6
12482,6
12484,6
12485,5
12486,6
12487,6
12489,6
12491,6
12492,5
12493,6
12494,6
12495,6
12496,5
12498,6
12501,6
12502,6
12503,6
12507,6
12508,6
12513,6
12514,6
12515,6
12516,6
12517,6
12518,6
12520,6
12521,6
12522,6
12523,6
12524,6
12525,6
12526,6
12528,6
12529,6
12531,6
12533,6
12534,6
12538,6
12540,6
12542,6
12543,6
12545,6
12546,6
12547,6
12548,6
12549,6
12550,6
12553,6
12561,6
12563,6
12564,6
12565,6
12566,6
12567,6
12569,6
12570,6
12571,6
12572,6
12575,6
12577,6
12578,6
12580,6
12581,6
12582,6
12583,6
12585,6
12586,6
12589,6
12590,6
12592,6
12594,6
12601,6
12603,6
12701,6
12719,6
12720,6
12721,6
12723,6
12724,5
12725,5
12726,6
12727,6
12729,6
12732,6
12733,6
12734,6
12736,5
12737,6
12738,6
12740,6
12741,5
12742,6
12743,6
12746,6
12747,6
12748,6
12749,6
12751,6
12752,6
12754,6
12758,5
12759,6
12760,5
12762,6
12763,6
12764,6
12765,6
12766,5
12768,5
12770,6
12771,6
12775,6
12776,5
12777,6
12778,6
12779,6
12780,6
12783,6
12784,6
12785,6
12786,6
12787,6
12788,6
12789,6
12790,6
12791,5
12792,6
12801,5
12803,5
12804,5
12808,5
12809,5
12810,4
12812,4
12814,5
12815,4
12816,5
12817,5
12819,5
12821,5
12822,5
12823,5
12824,5
12827,5
12828,5
12831,5
12832,5
12833,5
12834,5
12835,5
12836,4
12837,5
12838,5
12839,5
12841,5
12842,4
12843,4
12844,5
12845,5
12846,5
12847,4
12849,5
12850,5
12851,4
12852,4
12853,4
12855,4
12856,4
12857,4
12858,4
12859,5
12860,5
12861,5
12863,5
12865,5
12866,5
12870,4
12871,5
12873,5
12874,5
12878,4
12883,4
12885,5
12886,4
12887,5
12901,5
12903,5
12910,5
12911,5
12912,5
12913,4
12914,5
12916,4
12917,4
12918,5
12919,5
12920,5
12921,5
12922,4
12923,5
12926,4
12927,4
12928,4
12930,4
12932,4
12934,5
12935,5
12936,5
12937,5
12941,5
12942,4
12943,4
12944,5
12945,4
12946,4
12950,5
12952,4
12953,4
12955,4
12956,5
12957,4
12958,5
12959,4
12960,4
12961,4
12962,5
12964,4
12965,4
12966,4
12967,4
12969,4
12970,4
12972,5
12974,5
12979,5
12980,4
12981,4
12983,4
12985,5
12986,4
12987,5
12989,4
12992,5
12993,5
12996,5
13021,6
13026,6
13027,6
13028,5
13029,5
13030,5
13031,6
13032,5
13033,6
13034,6
13035,5
13036,5
13037,5
13039,5
13040,5
13041,5
13042,5
13044,5
13045,5
13052,5
13053,5
13054,5
13057,6
13060,6
13061,5
13062,5
13063,5
13066,6
13068,5
13069,6
13071,6
13072,5
13073,5
13074,6
13076,5
13077,5
13078,5
13080,6
13081,6
13082,5
13083,5
13084,5
13088,6
13090,6
13092,5
13101,5
13104,5
13108,6
13110,6
13111,6
13112,6
13114,6
13116,6
13118,5
13120,6
13122,5
13124,5
13126,6
13131,5
13132,6
13135,6
13136,5
13140,6
13141,5
13142,5
13143,6
13144,5
13145,5
13146,6
13147,6
13148,6
13152,6
13155,5
13156,6
13158,5
13159,5
13160,6
13164,6
13165,6
13166,6
13167,5
13202,6
13203,6
13204,6
13205,6
13206,6
13207,6
13208,6
13209,6
13210,6
13211,6
13212,6
13214,6
13215,6
13219,6
13224,6
13290,6
13301,5
13302,5
13303,5
13304,5
13308,5
13309,5
13310,5
13312,4
13313,5
13314,5
13315,5
13316,5
13317,5
13318,5
13319,5
13320,5
13322,5
13323,5
13324,4
13325,4
13326,5
13327,4
13328,5
13329,5
13331,4
13332,5
13333,5
13334,5
13335,5
13337,5
13338,4
13339,5
13340,5
13341,5
13342,5
13343,4
13346,5
13348,5
13350,5
13353,4
13354,5
13355,5
13357,5
13360,4
13361,5
13363,5
13365,5
13367,4
13368,4
13402,5
13403,5
13406,5
13407,5
13408,5
13409,5
13411,5
13413,5
13416,5
13417,5
13418,5
13420,4
13421,5
13424,5
13425,5
13428,5
13431,5
13433,4
13436,4
13437,4
13438,5
13439,5
13440,5
13450,5
13452,5
13454,5
13456,5
13459,5
13460,5
13461,5
13464,5
13468,5
13469,5
13470,5
13471,5
13473,4
13475,5
13476,5
13477,5
13478,5
13480,5
13483,5
13485,5
13486,5
13489,4
13490,5
13491,5
13492,5
13493,5
13495,5
13501,5
13502,5
13601,5
13602,5
13603,5
13605,5
13606,5
13607,5
13608,4
13612,4
13613,4
13614,5
13615,5
13616,5
13617,4
13618,5
13619,4
13620,4
13621,4
13622,5
13624,5
13625,4
13626,4
13630,4
13633,4
13634,5
13635,4
13637,5
13638,5
13639,4
13640,5
13642,4
13646,5
13648,4
13650,5
13652,4
13654,5
13655,5
13656,5
13658,4
13659,4
13660,4
13661,5
13662,4
13664,5
13665,4
13667,4
13668,4
13669,5
13670,4
13672,4
13673,5
13675,5
13676,4
13679,5
13680,4
13681,4
13682,4
13684,4
13685,5
13687,4
13690,4
13691,5
13693,5
13694,4
13697,4
13730,5
13731,5
13732,6
13733,5
13734,6
13736,5
13739,5
13740,5
13743,6
13744,6
13746,6
13748,6
13750,5
13752,5
13753,5
13754,5
13755,5
13756,5
13757,5
13760,6
13774,5
13775,5
13776,5
13777,6
13778,5
13780,5
13782,5
13783,5
13786,5
13787,5
13788,5
13790,6
13795,6
13796,5
13797,6
13801,5
13802,6
13803,5
13804,5
13807,5
13808,5
13809,5
13810,5
13811,6
13812,6
13813,5
13815,5
13820,5
13825,5
13827,6
13830,5
13832,5
13833,6
13834,5
13835,5
13838,5
13839,5
13841,5
13842,5
13843,5
13844,5
13846,5
13849,5
13850,6
13856,5
13859,5
13861,5
13862,6
13863,5
13864,5
13865,5
13901,6
13903,6
13904,6
13905,6
14001,6
14004,6
14005,6
14006,6
14008,6
14009,5
14011,6
14012,6
14013,6
14020,6
14024,5
14025,6
14026,6
14028,6
14030,5
14031,6
14032,6
14033,6
14034,6
14036,6
14037,5
14039,6
14040,6
14042,5
14043,6
14047,6
14048,7
14051,6
14052,6
14054,6
14055,5
14057,6
14058,6
14059,6
14060,5
14062,6
14063,6
14065,5
14066,5
14067,6
14068,6
14069,5
14070,6
14072,6
14075,6
14080,5
14081,6
14082,5
14083,5
14085,6
14086,6
14091,6
14092,6
14094,6
14098,6
14101,5
14102,6
14103,6
14105,6
14108,6
14111,6
14113,5
14120,6
14125,6
14127,6
14129,6
14131,6
14132,6
14134,5
14136,6
14138,6
14139,5
14141,5
14143,6
14145,5
14150,6
14167,5
14170,6
14171,5
14172,6
14174,6
14201,6
14202,6
14203,6
14204,6
14206,6
14207,6
14208,6
14209,6
14210,6
14211,6
14212,6
14213,6
14214,6
14215,6
14216,6
14217,6
14218,6
14219,6
14220,6
14221,6
14222,6
14223,6
14224,6
14225,6
14226,6
14227,6
14228,6
14301,6
14303,6
14304,6
14305,6
14411,6
14414,6
14415,6
14416,6
14418,6
14420,6
14422,6
14423,6
14424,6
14425,6
14427,6
14428,6
14432,6
14433,6
14435,6
14437,6
14441,6
14445,6
14450,6
14454,6
14456,6
14462,6
14464,6
14466,6
14467,6
14468,6
14469,6
14470,6
14471,6
14472,6
14475,6
14476,6
14477,6
14478,6
14480,6
14481,6
14482,6
14485,6
14487,6
14489,6
14502,6
14504,6
14505,6
14506,6
14507,6
14510,6
14512,6
14513,6
14514,6
14516,6
14517,6
14519,6
14521,6
14522,6
14525,6
14526,6
14527,6
14530,6
14532,6
14533,6
14534,6
14536,5
14541,6
14543,6
14544,6
14545,6
14546,6
14548,6
14550,6
14551,6
14555,6
14559,6
14560,6
14561,6
14564,6
14568,6
14569,6
14571,6
14572,6
14580,6
14586,6
14589,6
14590,6
14591,6
14604,6
14605,6
14606,6
14607,6
14608,6
14609,6
14610,6
14611,6
14612,6
14613,6
14615,6
14616,6
14617,6
14618,6
14619,6
14620,6
14621,6
14622,6
14623,6
14624,6
14625,6
14626,6
14701,6
14706,5
14708,5
14709,5
14710,6
14711,5
14712,6
14714,5
14715,5
14716,6
14717,5
14718,6
14719,6
14721,5
14723,6
14724,6
14726,5
14727,5
14728,6
14729,6
14731,5
14733,6
14735,5
14736,6
14737,5
14738,6
14739,5
14740,6
14741,5
14743,5
14744,5
14747,6
14748,5
14750,6
14753,5
14754,5
14755,5
14757,6
14760,5
14767,5
14769,6
14770,5
14772,5
14775,6
14777,5
14779,5
14781,6
14782,6
14783,5
14784,6
14787,6
14801,5
14802,5
14803,6
14804,5
14805,6
14806,6
14807,5
14808,6
14809,5
14810,5
14812,6
14813,5
14814,6
14815,6
14816,5
14817,5
14818,6
14819,5
14820,5
14821,5
14822,5
14823,5
14824,6
14825,6
14826,5
14830,5
14836,6
14837,6
14838,5
14839,6
14840,6
14841,6
14842,6
14843,5
14845,6
14846,6
14847,6
14850,6
14855,5
14857,6
14858,6
14859,6
14860,6
14861,5
14864,6
14865,6
14867,6
14869,6
14870,6
14871,5
14872,6
14873,6
14874,6
14877,5
14878,6
14879,5
14880,5
14881,5
14882,6
14883,6
14884,5
14885,6
14886,6
14889,5
14891,6
14892,6
14894,6
14895,5
14897,5
14898,5
14901,6
14903,5
14904,6
14905,6
15001,6
15003,6
15004,6
15005,6
15006,6
15007,6
15009,6
15010,6
15012,6
15014,6
15015,6
15017,6
15018,6
15019,6
15020,6
15021,6
15022,6
15024,6
15025,6
15026,6
15027,6
15028,6
15030,6
15033,6
15034,6
15035,6
15037,6
15038,6
15042,6
15043,6
15044,6
15045,6
15046,7
15049,6
15050,6
15051,6
15052,6
15054,6
15055,6
15056,7
15057,6
15059,6
15060,6
15061,6
15062,6
15063,6
15064,6
15065,6
15066,6
15067,6
15068,6
15071,6
15072,6
15074,6
15075,6
15076,6
15078,6
15081,6
15082,6
15083,6
15084,6
15085,6
15086,6
15087,6
15088,6
15089,6
15090,6
15101,6
15102,6
15104,6
15106,6
15108,6
15110,6
15112,6
15116,6
15120,6
15122,6
15126,6
15129,6
15131,6
15132,6
15133,6
15135,6
15136,6
15137,6
15139,6
15140,6
15142,6
15143,6
15144,6
15145,6
15146,6
15147,6
15148,6
15201,7
15202,6
15203,7
15204,7
15205,6
15206,6
15207,6
15208,6
15209,6
15210,6
15211,6
15212,6
15213,6
15214,6
15215,6
15216,6
15217,6
15218,6
15219,6
15220,6
15221,6
15222,7
15223,6
15224,6
15225,7
15226,6
15227,6
15228,6
15229,6
15232,6
15233,7
15234,6
15235,6
15236,6
15237,6
15238,6
15239,6
15241,6
15243,6
15301,6
15310,6
15311,6
15312,6
15313,6
15314,6
15315,6
15316,6
15317,6
15320,6
15321,6
15322,6
15323,6
15324,6
15325,6
15327,6
15329,6
15330,6
15331,6
15332,6
15333,6
15334,6
15337,6
15338,6
15340,6
15341,6
15342,6
15344,6
15345,6
15346,6
15347,6
15348,6
15349,6
15350,6
15351,7
15352,6
15357,6
15358,6
15360,6
15361,6
15362,6
15363,6
15364,6
15367,6
15368,6
15370,6
15376,6
15377,6
15379,6
15380,6
15401,6
15410,7
15411,6
15412,6
15413,6
15417,6
15419,6
15420,6
15422,6
15423,6
15424,6
15425,6
15427,6
15428,6
15429,6
15430,6
15431,6
15432,6
15433,6
15434,6
15436,6
15437,6
15438,6
15440,6
15442,6
15443,7
15444,6
15445,6
15446,6
15447,6
15448,6
15450,6
15451,6
15454,6
15455,6
15456,6
15458,6
15459,6
15460,6
15461,6
15462,6
15464,6
15466,6
15468,6
15469,6
15470,6
15472,6
15473,6
15474,6
15475,6
15476,6
15478,6
15479,6
15480,6
15482,6
15483,6
15484,6
15485,6
15486,6
15489,6
15490,6
15492,6
15501,6
15520,6
15521,6
15522,6
15530,6
15531,6
15532,6
15533,6
15534,6
15535,6
15536,6
15537,6
15538,6
15539,6
15540,6
15541,6
15542,6
15544,6
15545,6
15546,6
15547,6
15550,6
15551,6
15552,6
15554,6
15557,6
15558,6
15559,6
15560,6
15562,6
15563,6
15601,6
15610,6
15611,6
15612,6
15613,6
15615,6
15617,6
15618,6
15620,6
15622,6
15623,6
15624,6
15625,6
15626,6
15627,6
15628,6
15631,6
15632,6
15633,6
15634,6
15635,6
15636,6
15637,6
15639,6
15640,6
15641,6
15642,6
15644,6
15646,6
15647,6
15650,6
15655,6
15656,6
15658,6
15661,6
15662,6
15663,6
15665,6
15666,6
15668,6
15670,6
15671,6
15672,6
15673,6
15674,6
15675,6
15676,6
15677,6
15678,6
15679,6
15680,6
15681,6
15683,6
15684,6
15686,6
15687,6
15688,6
15689,6
15690,6
15692,6
15693,6
15695,6
15697,6
15698,6
15701,6
15710,6
15711,6
15712,6
15713,6
15714,6
15715,6
15716,6
15717,6
15721,6
15722,6
15723,6
15724,6
15725,6
15728,6
15729,6
15730,6
15731,6
15732,6
15733,6
15734,6
15736,6
15741,6
15742,6
15744,6
15745,6
15747,6
15748,6
15752,6
15753,6
15754,6
15756,6
15757,6
15759,6
15760,6
15761,6
15762,6
15763,6
15764,6
15765,6
15767,6
15770,6
15771,6
15772,6
15773,6
15774,6
15775,6
15776,6
15777,6
15778,6
15779,6
15780,6
15781,6
15783,6
15784,6
15801,6
15821,6
15823,6
15824,6
15825,6
15828,6
15829,6
15832,6
15834,5
15840,6
15845,5
15846,5
15848,6
15849,6
15851,6
15853,5
15856,6
15857,5
15860,6
15861,6
15863,6
15864,6
15865,6
15866,6
15868,6
15870,5
15901,6
15902,6
15904,6
15905,6
15906,6
15909,6
15920,6
15923,6
15924,6
15925,6
15926,6
15927,6
15928,6
15929,6
15930,6
15931,6
15935,6
15936,6
15937,6
15938,6
15940,6
15942,6
15943,6
15944,6
15946,6
15948,6
15949,6
15952,6
15954,6
15955,6
15956,6
15957,6
15958,6
15961,6
15963,6
16001,6
16002,6
16020,6
16022,6
16023,6
16025,6
16027,6
16028,6
16029,6
16030,6
16033,6
16034,6
16035,6
16036,6
16037,6
16038,6
16040,6
16041,6
16045,6
16046,6
16049,6
16050,6
16051,6
16052,6
16053,6
16054,6
16055,6
16056,6
16057,6
16059,6
16061,6
16063,6
16066,6
16101,6
16102,6
16105,6
16110,6
16111,6
16112,6
16113,6
16114,6
16115,6
16116,6
16117,6
16120,6
16121,6
16123,6
16124,6
16125,6
16127,6
16130,6
16131,6
16132,6
16133,6
16134,6
16136,6
16137,6
16140,6
16141,6
16142,6
16143,6
16145,6
16146,6
16148,6
16150,6
16151,6
16153,6
16154,6
16155,6
16156,6
16157,6
16159,6
16160,6
16161,6
16201,6
16210,6
16212,6
16213,6
16214,6
16217,6
16218,6
16222,6
16223,6
16224,6
16226,6
16229,6
16230,6
16232,6
16233,6
16235,6
16236,6
16239,6
16240,6
16242,6
16244,6
16245,6
16246,6
16248,6
16249,6
16250,6
16253,6
16254,6
16255,6
16256,6
16258,6
16259,6
16260,6
16262,6
16263,6
16301,6
16311,6
16313,6
16314,6
16316,6
16317,6
16319,6
16321,6
16322,6
16323,6
16326,6
16327,6
16329,6
16331,6
16332,6
16333,5
16334,6
16335,6
16340,6
16341,6
16342,6
16343,6
16344,6
16345,6
16346,6
16347,5
16350,5
16351,6
16352,5
16353,6
16354,6
16360,6
16361,6
16362,6
16364,6
16365,6
16370,6
16371,5
16372,6
16373,6
16374,6
16401,6
16402,5
16403,6
16404,6
16405,6
16406,6
16407,6
16410,6
16411,6
16412,6
16415,6
16416,5
16417,6
16420,6
16421,6
16422,6
16423,7
16424,6
16426,6
16427,6
16428,6
16433,6
16434,6
16435,6
16436,5
16438,6
16440,6
16441,6
16442,6
16443,6
16501,7
16502,6
16503,6
16504,6
16505,7
16506,6
16507,7
16508,6
16509,6
16510,6
16511,7
16601,6
16602,6
16611,6
16613,6
16616,6
16617,6
16619,6
16620,6
16621,6
16622,6
16623,6
16624,6
16625,6
16627,6
16630,6
16631,6
16633,6
16634,6
16635,6
16636,6
16637,6
16638,6
16639,6
16640,6
16641,6
16645,6
16646,6
16647,7
16648,6
16650,6
16651,6
16652,6
16655,6
16656,6
16657,6
16659,6
16661,6
16662,6
16664,6
16665,6
16666,6
16667,6
16668,6
16669,6
16670,6
16671,6
16672,6
16673,6
16674,6
16677,6
16678,6
16679,6
16680,6
16681,6
16683,6
16685,6
16686,6
16689,6
16691,6
16692,6
16693,6
16694,6
16695,6
16701,5
16720,5
16725,5
16726,5
16727,5
16729,5
16730,5
16731,5
16732,5
16733,5
16734,5
16735,5
16738,5
16740,5
16743,5
16744,5
16745,5
16746,5
16748,5
16749,5
16750,5
16801,6
16802,6
16803,6
16820,6
16822,6
16823,6
16825,6
16826,6
16827,6
16828,6
16829,6
16830,6
16832,6
16833,6
16834,6
16836,6
16837,6
16838,6
16839,6
16840,6
16841,6
16843,6
16844,6
16845,6
16847,6
16848,6
16849,6
16851,6
16852,6
16853,6
16854,6
16855,6
16856,6
16858,6
16859,6
16860,6
16861,6
16863,6
16864,6
16865,6
16866,6
16870,6
16871,6
16872,6
16874,6
16875,6
16876,6
16877,6
16878,6
16879,6
16881,6
16882,6
16901,6
16911,6
16912,6
16914,6
16915,5
16917,6
16920,5
16921,6
16922,5
16923,5
16925,6
16926,6
16927,5
16928,5
16929,6
16930,6
16932,6
16933,6
16935,6
16936,6
16937,5
16938,6
16939,6
16941,5
16942,5
16943,5
16946,6
16947,6
16948,5
16950,6
17002,6
17003,7
17004,6
17005,6
17006,7
17007,7
17009,7
17010,7
17011,7
17013,7
17016,7
17017,6
17018,7
17019,7
17020,7
17021,7
17022,7
17023,6
17024,7
17025,7
17026,7
17027,7
17028,7
17029,7
17032,6
17033,7
17034,7
17035,7
17036,7
17037,6
17038,7
17040,7
17041,7
17042,7
17043,7
17044,7
17045,6
17046,7
17047,7
17048,6
17049,6
17051,7
17052,6
17053,7
17055,7
17057,7
17058,7
17059,7
17060,6
17061,7
17062,6
17063,6
17064,7
17065,7
17066,7
17067,7
17068,7
17069,7
17070,7
17072,7
17073,7
17074,7
17075,7
17078,7
17080,6
17081,7
17082,7
17083,7
17084,6
17086,6
17087,7
17088,7
17090,7
17093,7
17094,6
17097,6
17098,6
17099,7
17101,7
17102,7
17103,7
17104,7
17109,7
17110,7
17111,7
17112,7
17113,7
17201,7
17211,7
17212,7
17213,7
17214,7
17215,7
17219,7
17220,7
17221,7
17222,7
17223,7
17224,7
17225,7
17228,6
17229,6
17233,7
17235,7
17236,7
17237,7
17238,7
17239,7
17240,7
17241,7
17243,7
17244,7
17249,7
17252,7
17253,7
17254,7
17255,7
17257,7
17260,7
17262,7
17264,7
17265,7
17266,7
17267,7
17268,7
17271,7
17301,7
17302,7
17304,7
17306,7
17307,7
17309,7
17311,7
17313,7
17314,7
17315,7
17316,7
17317,7
17318,7
17319,7
17320,7
17321,7
17322,7
17324,7
17325,7
17327,7
17329,7
17331,7
17339,7
17340,7
17343,7
17344,6
17345,7
17347,7
17349,7
17350,7
17352,7
17353,7
17355,7
17356,7
17360,7
17361,7
17362,7
17363,7
17364,6
17365,7
17366,7
17368,7
17370,7
17372,7
17401,7
17402,7
17403,7
17404,7
17406,7
17407,7
17501,7
17502,7
17505,7
17508,7
17509,7
17512,7
17516,7
17517,7
17518,7
17519,7
17520,7
17522,7
17527,7
17529,7
17532,7
17535,7
17536,7
17538,7
17540,7
17543,7
17545,7
17547,7
17551,7
17552,7
17554,7
17555,7
17557,7
17560,7
17562,7
17563,7
17565,7
17566,7
17569,7
17570,7
17572,7
17576,7
17578,7
17579,7
17581,7
17582,7
17584,7
17601,7
17602,7
17603,7
17701,6
17702,6
17721,6
17724,6
17728,6
17729,5
17730,6
17731,6
17737,6
17739,6
17740,6
17742,6
17744,6
17745,6
17747,6
17748,6
17749,6
17750,6
17751,6
17752,6
17754,6
17756,6
17758,6
17760,6
17762,6
17763,6
17764,6
17765,6
17768,6
17771,6
17772,6
17774,6
17776,6
17777,6
17778,6
17801,6
17810,6
17812,6
17813,6
17814,6
17815,6
17820,6
17821,6
17823,6
17824,6
17827,6
17829,6
17830,6
17832,6
17833,6
17834,6
17836,6
17837,6
17840,6
17841,6
17842,6
17844,6
17845,6
17846,6
17847,6
17850,6
17851,6
17853,6
17855,6
17856,6
17857,6
17859,6
17860,6
17861,6
17862,6
17864,6
17865,6
17866,6
17867,6
17868,6
17870,6
17872,6
17878,6
17881,6
17882,6
17884,6
17885,6
17886,6
17887,6
17888,6
17889,6
17901,6
17920,6
17921,6
17922,7
17923,6
17925,6
17929,7
17930,6
17931,6
17933,7
17934,6
17935,6
17936,6
17938,6
17941,6
17943,6
17944,6
17945,6
17946,6
17948,6
17952,6
17953,6
17954,6
17957,6
17959,6
17960,6
17961,7
17963,7
17964,6
17965,6
17967,6
17968,6
17970,6
17972,7
17976,6
17978,6
17979,7
17980,6
17981,6
17982,6
17983,6
17985,6
18011,6
18012,7
18013,7
18014,6
18015,7
18017,7
18018,7
18020,7
18030,6
18031,7
18032,7
18034,7
18036,7
18037,7
18038,6
18040,7
18041,7
18042,7
18045,7
18049,7
18051,6
18052,7
18053,6
18054,7
18055,7
18056,7
18058,6
18059,7
18062,7
18063,7
18064,7
18066,6
18067,7
18069,7
18070,7
18071,6
18072,6
18073,7
18074,7
18076,7
18077,7
18078,6
18079,6
18080,6
18081,7
18083,7
18085,7
18086,6
18087,7
18088,6
18091,6
18092,7
18102,7
18103,7
18104,7
18106,7
18201,6
18210,6
18211,6
18214,6
18216,6
18218,6
18219,6
18220,6
18221,6
18222,6
18224,6
18229,6
18230,6
18231,6
18232,6
18234,6
18235,6
18237,6
18239,6
18240,6
18241,6
18242,6
18244,6
18245,6
18246,6
18248,6
18249,6
18250,6
18251,6
18252,6
18254,6
18255,6
18256,6
18301,6
18321,6
18322,6
18323,6
18324,6
18325,6
18326,6
18327,6
18328,6
18330,6
18331,6
18332,6
18333,6
18334,6
18336,6
18337,6
18340,6
18341,6
18343,6
18344,6
18346,6
18347,6
18349,6
18350,6
18351,6
18353,6
18354,6
18355,6
18356,6
18357,6
18360,6
18370,6
18372,6
18403,6
18405,6
18407,6
18411,6
18413,6
18414,6
18415,6
18417,5
18419,6
18420,6
18421,6
18424,6
18425,6
18426,6
18428,6
18430,5
18431,6
18433,6
18434,6
18435,6
18436,6
18437,5
18438,6
18439,5
18441,6
18443,6
18444,6
18445,6
18446,6
18447,6
18451,6
18452,6
18453,5
18455,5
18456,6
18457,6
18458,6
18459,6
18460,6
18461,5
18462,5
18464,6
18465,5
18466,6
18469,6
18470,5
18471,6
18472,6
18473,6
18503,6
18504,6
18505,6
18507,6
18508,6
18509,6
18510,6
18512,6
18517,6
18518,7
18519,6
18601,6
18602,6
18603,6
18610,6
18611,6
18612,6
18614,6
18615,6
18616,6
18617,6
18618,6
18619,6
18621,6
18622,6
18623,6
18624,6
18625,6
18626,6
18628,6
18629,6
18630,6
18631,6
18632,6
18634,6
18635,6
18636,6
18640,6
18641,6
18642,7
18643,6
18644,6
18651,6
18653,7
18655,6
18656,6
18657,6
18660,6
18661,6
18701,7
18702,6
18704,6
18705,6
18706,6
18707,6
18708,6
18709,6
18801,5
18810,6
18812,6
18813,6
18814,6
18816,6
18817,6
18818,6
18820,6
18821,6
18822,6
18823,6
18824,6
18825,5
18826,6
18827,6
18828,6
18829,6
18830,6
18831,6
18832,6
18833,6
18834,5
18837,6
18840,6
18842,6
18844,6
18845,6
18846,6
18847,5
18848,6
18850,6
18851,6
18853,6
18854,6
18901,7
18914,7
18915,7
18917,7
18920,7
18923,7
18925,7
18927,7
18929,7
18930,6
18932,7
18936,7
18938,7
18940,7
18942,6
18944,7
18947,7
18951,7
18954,7
18955,6
18960,7
18962,7
18964,7
18966,7
18969,7
18970,7
18972,6
18974,7
18976,7
18977,7
18980,7
19001,7
19002,7
19003,7
19004,7
19006,7
19007,7
19008,7
19009,7
19010,7
19012,7
19013,7
19014,7
19015,7
19018,7
19020,7
19021,7
19022,8
19023,7
19025,7
19026,7
19027,7
19029,7
19030,7
19031,7
19032,7
19033,7
19034,7
19035,7
19036,7
19038,7
19040,7
19041,7
19043,7
19044,7
19046,7
19047,7
19050,7
19053,7
19054,7
19055,7
19056,7
19057,7
19061,7
19063,7
19064,7
19066,7
19067,7
19070,7
19072,7
19073,7
19074,7
19075,7
19076,7
19078,8
19079,7
19081,7
19082,7
19083,7
19085,7
19086,7
19087,7
19090,7
19094,7
19095,7
19096,7
19102,7
19103,7
19104,7
19106,7
19107,7
19108,7
19111,7
19112,7
19113,7
19114,7
19115,7
19116,7
19118,7
19119,7
19120,7
19121,7
19122,7
19123,7
19124,7
19125,7
19126,7
19127,7
19128,7
19129,7
19130,7
19131,7
19132,7
19133,7
19134,7
19135,7
19136,7
19137,7
19138,7
19139,7
19140,7
19141,7
19142,7
19143,7
19144,7
19145,7
19146,7
19147,7
19148,7
19149,7
19150,7
19151,7
19152,7
19153,7
19154,7
19301,7
19310,7
19311,7
19312,7
19316,7
19317,7
19319,7
19320,7
19330,7
19333,7
19335,7
19341,7
19342,7
19343,7
19344,7
19345,7
19348,7
19350,7
19352,7
19355,7
19358,7
19362,7
19363,7
19365,7
19367,7
19369,7
19372,7
19373,7
19374,7
19380,7
19382,7
19390,7
19401,7
19403,7
19405,7
19406,7
19421,7
19422,7
19425,7
19426,7
19428,7
19435,7
19436,7
19437,7
19438,7
19440,7
19444,7
19446,7
19453,7
19454,7
19457,7
19460,7
19462,7
19464,7
19465,7
19468,7
19472,7
19473,7
19474,7
19475,7
19478,7
19492,7
19501,7
19503,7
19504,6
19505,7
19506,7
19507,7
19508,7
19510,7
19511,7
19512,7
19516,7
19518,7
19519,7
19520,7
19522,7
19523,7
19525,7
19526,7
19529,6
19530,6
19533,7
19534,6
19536,7
19539,6
19540,7
19541,7
19543,7
19544,7
19545,7
19547,7
19549,7
19550,7
19551,7
19554,7
19555,7
19559,7
19560,7
19562,7
19565,7
19567,7
19601,7
19602,7
19604,7
19605,7
19606,7
19607,7
19608,7
19609,7
19610,7
19611,7
19701,7
19702,7
19703,7
19706,7
19707,7
19709,7
19710,7
19711,7
19713,7
19720,7
19730,7
19731,7
19732,7
19734,7
19801,7
19802,7
19803,7
19804,7
19805,7
19806,7
19807,7
19808,7
19809,7
19810,7
19901,7
